epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
174,4009.87,0.51299,0.50548,1.01591,0.87751,0.64225,0.66277,0.53927,0.68433,0.6383,1.24422,0.000491795,0.000491795,0.000491795
175,4032.99,0.4812,0.36742,1.00691,0.63419,0.69851,0.66079,0.53353,0.69307,0.681,1.25553,0.000486717,0.000486717,0.000486717
176,4056.07,0.47347,0.35762,0.98236,0.66545,0.63987,0.66255,0.53251,0.67668,0.65699,1.28669,0.000481653,0.000481653,0.000481653
177,4079.13,0.45892,0.35984,0.98117,0.7155,0.62285,0.66657,0.54612,0.66268,0.65809,1.21055,0.000476604,0.000476604,0.000476604
178,4102.23,0.46504,0.35655,0.98442,0.87274,0.61777,0.66547,0.53847,0.64853,0.63049,1.22365,0.000471568,0.000471568,0.000471568
179,4125.19,0.48686,0.36933,1.0168,0.66017,0.70223,0.68552,0.55534,0.65692,0.63759,1.23437,0.000466549,0.000466549,0.000466549
180,4148.12,0.46297,0.35082,0.99632,0.66941,0.72674,0.7141,0.58053,0.67597,0.64203,1.26124,0.000461545,0.000461545,0.000461545
181,4171.02,0.46222,0.34507,0.9817,0.707,0.67976,0.67017,0.53899,0.66555,0.6735,1.26566,0.000456557,0.000456557,0.000456557
182,4193.97,0.4547,0.37341,0.98019,0.65942,0.65167,0.66164,0.5369,0.67005,0.70631,1.25241,0.000451586,0.000451586,0.000451586
183,4216.89,0.45321,0.35089,0.98714,0.62552,0.71392,0.67238,0.54118,0.65983,0.68084,1.22452,0.000446633,0.000446633,0.000446633
184,4239.9,0.45655,0.34402,0.98169,0.68306,0.70218,0.70195,0.57264,0.6785,0.66829,1.23537,0.000441698,0.000441698,0.000441698
185,4262.96,0.45881,0.3366,0.97744,0.62611,0.70836,0.66527,0.54376,0.66107,0.68521,1.21689,0.000436781,0.000436781,0.000436781
186,4285.97,0.44954,0.34367,0.97556,0.62373,0.70317,0.66044,0.52757,0.69718,0.69259,1.247,0.000431884,0.000431884,0.000431884
187,4308.93,0.4521,0.34528,0.97525,0.8723,0.62207,0.64867,0.52647,0.66956,0.64713,1.23083,0.000427006,0.000427006,0.000427006
188,4331.89,0.44456,0.3374,0.97905,0.86561,0.62253,0.65589,0.53286,0.66046,0.67214,1.23345,0.000422148,0.000422148,0.000422148
189,4354.8,0.50573,0.35521,1.0812,0.87486,0.60283,0.64188,0.52777,0.67156,0.66302,1.23978,0.000417312,0.000417312,0.000417312
190,4377.67,0.46873,0.37629,0.99422,0.64355,0.62665,0.64361,0.53077,0.67754,0.64971,1.23713,0.000412496,0.000412496,0.000412496
191,4400.47,0.46619,0.33277,0.98291,0.61591,0.68082,0.65149,0.53006,0.68089,0.6721,1.2588,0.000407702,0.000407702,0.000407702
192,4423.49,0.44073,0.3262,0.97036,0.69785,0.69453,0.68177,0.55304,0.67538,0.68476,1.27017,0.00040293,0.00040293,0.00040293
193,4446.42,0.44264,0.33126,0.9708,0.79046,0.68966,0.71123,0.56963,0.65772,0.69053,1.26675,0.000398182,0.000398182,0.000398182
194,4469.4,0.44971,0.33837,0.98118,0.73706,0.66789,0.67499,0.55368,0.6498,0.68764,1.21661,0.000393456,0.000393456,0.000393456
195,4492.17,0.45834,0.34072,0.98308,0.69618,0.6939,0.66938,0.54251,0.67366,0.69609,1.24011,0.000388755,0.000388755,0.000388755
196,4514.99,0.4432,0.36048,0.98562,0.66246,0.69333,0.67186,0.535,0.68013,0.71463,1.2665,0.000384077,0.000384077,0.000384077
197,4537.96,0.45089,0.337,0.97246,0.78632,0.69311,0.68725,0.55934,0.64989,0.6986,1.2506,0.000379425,0.000379425,0.000379425
198,4560.84,0.43631,0.32313,0.97895,0.67334,0.70305,0.66846,0.53733,0.6498,0.68348,1.24103,0.000374798,0.000374798,0.000374798
199,4583.95,0.42558,0.31608,0.9637,0.6863,0.68407,0.67136,0.5475,0.66322,0.6816,1.23396,0.000370197,0.000370197,0.000370197
200,4607.15,0.43915,0.33103,0.97279,0.64814,0.70354,0.69903,0.56721,0.6839,0.68595,1.26261,0.000365623,0.000365623,0.000365623
201,4630.37,0.4356,0.32905,0.96678,0.84527,0.64686,0.66113,0.54088,0.64553,0.65712,1.23186,0.000361075,0.000361075,0.000361075
202,4653.49,0.42958,0.34069,0.95862,0.88159,0.63065,0.67014,0.54502,0.65697,0.68643,1.25858,0.000356555,0.000356555,0.000356555
203,4676.63,0.42896,0.326,0.97115,0.87784,0.62864,0.66238,0.54422,0.64655,0.67569,1.23607,0.000352062,0.000352062,0.000352062
204,4699.71,0.44021,0.33369,0.96773,0.89332,0.62043,0.668,0.53282,0.68105,0.65445,1.28515,0.000347598,0.000347598,0.000347598
205,4722.55,0.43964,0.3246,0.97518,0.86954,0.61065,0.65681,0.53112,0.66763,0.67924,1.27498,0.000343163,0.000343163,0.000343163
206,4745.55,0.43169,0.31012,0.97994,0.86074,0.62852,0.65765,0.53782,0.63799,0.67675,1.23691,0.000338758,0.000338758,0.000338758
207,4768.56,0.4197,0.30912,0.96018,0.63871,0.64841,0.65932,0.53403,0.66261,0.70848,1.26263,0.000334382,0.000334382,0.000334382
208,4791.75,0.41371,0.30787,0.95111,0.6451,0.71968,0.67464,0.54967,0.64315,0.67323,1.22467,0.000330036,0.000330036,0.000330036
209,4814.63,0.44074,0.33112,0.97619,0.88469,0.60566,0.66546,0.54182,0.66492,0.6683,1.23842,0.000325722,0.000325722,0.000325722
210,4837.59,0.43059,0.32057,0.97495,0.67028,0.70528,0.67696,0.54424,0.65921,0.70507,1.2566,0.000321438,0.000321438,0.000321438
211,4860.52,0.42707,0.33427,0.97532,0.63767,0.71796,0.67376,0.54149,0.67525,0.70429,1.26381,0.000317187,0.000317187,0.000317187
212,4883.45,0.45237,0.34257,0.98971,0.63639,0.72884,0.68058,0.54017,0.68122,0.68309,1.26398,0.000312967,0.000312967,0.000312967
213,4906.33,0.41431,0.30362,0.96744,0.63492,0.71555,0.66603,0.53305,0.67865,0.68044,1.25886,0.000308781,0.000308781,0.000308781
214,4929.27,0.42179,0.30918,0.95453,0.87333,0.63794,0.67157,0.54171,0.65911,0.67551,1.25557,0.000304627,0.000304627,0.000304627
215,4952.27,0.4242,0.30681,0.96087,0.62485,0.7073,0.66102,0.54483,0.6464,0.67111,1.24487,0.000300507,0.000300507,0.000300507
216,4975.29,0.43542,0.31712,0.96335,0.64886,0.69738,0.66401,0.53794,0.67368,0.70456,1.28127,0.000296421,0.000296421,0.000296421
217,4998.24,0.41849,0.30795,0.96161,0.85883,0.6371,0.66404,0.53567,0.68095,0.71184,1.28595,0.00029237,0.00029237,0.00029237
218,5021.11,0.42954,0.35576,0.9675,0.88796,0.63388,0.66824,0.54219,0.65875,0.69445,1.24617,0.000288353,0.000288353,0.000288353
219,5043.91,0.41682,0.30254,0.98332,0.90685,0.61747,0.67613,0.54276,0.6457,0.70702,1.24341,0.000284372,0.000284372,0.000284372
220,5066.89,0.42388,0.31367,0.96412,0.90123,0.61629,0.6574,0.53494,0.66429,0.71014,1.24945,0.000280427,0.000280427,0.000280427
221,5089.7,0.40309,0.2923,0.95075,0.83821,0.63856,0.65129,0.53953,0.66057,0.6909,1.25053,0.000276518,0.000276518,0.000276518
222,5112.65,0.4023,0.30229,0.9482,0.85,0.62742,0.65663,0.54237,0.66646,0.68097,1.2686,0.000272646,0.000272646,0.000272646
223,5135.59,0.42334,0.30982,0.96477,0.85051,0.64701,0.65467,0.5309,0.67103,0.67207,1.27043,0.000268811,0.000268811,0.000268811
224,5158.48,0.39741,0.30226,0.95103,0.8457,0.65574,0.65603,0.5328,0.66404,0.68249,1.28713,0.000265013,0.000265013,0.000265013
225,5181.56,0.40807,0.30883,0.95799,0.74865,0.72205,0.70906,0.58085,0.64862,0.66365,1.26055,0.000261253,0.000261253,0.000261253
226,5204.45,0.39696,0.30102,0.94957,0.67769,0.71146,0.6799,0.55756,0.65407,0.6694,1.2586,0.000257532,0.000257532,0.000257532
227,5227.36,0.41751,0.30602,0.96083,0.87628,0.64066,0.67187,0.54858,0.66526,0.66245,1.25997,0.000253849,0.000253849,0.000253849
228,5250.2,0.41128,0.30552,0.94719,0.91424,0.61942,0.66429,0.54408,0.66471,0.69754,1.25807,0.000250206,0.000250206,0.000250206
229,5273,0.43576,0.32997,0.99955,0.87662,0.63055,0.65042,0.53692,0.65476,0.69382,1.24574,0.000246602,0.000246602,0.000246602
230,5295.96,0.41044,0.30584,0.9475,0.90303,0.62552,0.66552,0.54399,0.66222,0.6948,1.26025,0.000243038,0.000243038,0.000243038
231,5318.85,0.42293,0.31099,0.96701,0.90312,0.6151,0.65743,0.53826,0.66289,0.68551,1.26228,0.000239515,0.000239515,0.000239515
232,5341.73,0.44202,0.3113,0.97671,0.88134,0.62354,0.66723,0.54518,0.66103,0.69441,1.24932,0.000236032,0.000236032,0.000236032
233,5364.51,0.38587,0.2961,0.94289,0.8894,0.61384,0.65988,0.54272,0.65687,0.70587,1.2472,0.00023259,0.00023259,0.00023259
234,5387.45,0.38327,0.28253,0.94202,0.89394,0.62699,0.66244,0.53958,0.6697,0.7011,1.27384,0.00022919,0.00022919,0.00022919
235,5410.23,0.41737,0.33594,0.96856,0.88934,0.62816,0.66022,0.53739,0.67756,0.69652,1.27583,0.000225832,0.000225832,0.000225832
236,5433.16,0.41112,0.29624,0.96253,0.89007,0.6201,0.65697,0.52785,0.66594,0.69405,1.26701,0.000222516,0.000222516,0.000222516
237,5456.09,0.40158,0.30383,0.94316,0.8732,0.63557,0.66563,0.53261,0.6575,0.69082,1.25955,0.000219242,0.000219242,0.000219242
238,5479.06,0.4159,0.38104,0.974,0.88403,0.63106,0.66069,0.52945,0.6766,0.68675,1.30205,0.000216012,0.000216012,0.000216012
239,5502.13,0.4089,0.29529,0.95593,0.67552,0.63589,0.66293,0.53368,0.67624,0.68156,1.29447,0.000212825,0.000212825,0.000212825
240,5524.94,0.39565,0.29642,0.94824,0.87786,0.63398,0.66965,0.54187,0.67098,0.66954,1.27524,0.000209681,0.000209681,0.000209681
241,5547.75,0.39507,0.28747,0.94642,0.86375,0.63796,0.66059,0.54165,0.66304,0.66862,1.26253,0.000206582,0.000206582,0.000206582
242,5570.68,0.39371,0.29259,0.94142,0.86493,0.65164,0.6649,0.54291,0.66032,0.66361,1.26611,0.000203527,0.000203527,0.000203527
243,5593.5,0.3908,0.28393,0.94539,0.8642,0.62524,0.64476,0.53716,0.67475,0.67389,1.27531,0.000200516,0.000200516,0.000200516
244,5616.34,0.39747,0.29359,0.94702,0.85972,0.64855,0.65541,0.53396,0.67465,0.688,1.29261,0.000197551,0.000197551,0.000197551
245,5639.3,0.39092,0.28875,0.94937,0.86055,0.62596,0.64838,0.52856,0.67419,0.68298,1.29864,0.000194631,0.000194631,0.000194631
246,5662.44,0.40318,0.29386,0.95093,0.89754,0.60343,0.6555,0.53367,0.67943,0.66821,1.28402,0.000191757,0.000191757,0.000191757
247,5685.44,0.39919,0.28921,0.95187,0.86116,0.62044,0.64856,0.53444,0.68186,0.6838,1.28855,0.000188928,0.000188928,0.000188928
248,5708.42,0.40262,0.28897,0.95067,0.8655,0.62095,0.65105,0.53709,0.66228,0.65635,1.27185,0.000186146,0.000186146,0.000186146
249,5731.45,0.40485,0.29276,0.94158,0.85825,0.6327,0.65251,0.53892,0.68131,0.66389,1.28185,0.000183411,0.000183411,0.000183411
250,5754.47,0.39474,0.29292,0.94879,0.86082,0.62498,0.6526,0.54116,0.67477,0.67174,1.26345,0.000180722,0.000180722,0.000180722
251,5777.32,0.39377,0.2841,0.95209,0.88355,0.62415,0.65895,0.54354,0.67867,0.67495,1.27312,0.000178081,0.000178081,0.000178081
252,5800.27,0.3987,0.29264,0.95685,0.88379,0.61937,0.65161,0.53523,0.68066,0.66599,1.28257,0.000175487,0.000175487,0.000175487
253,5823.16,0.365,0.26758,0.93012,0.85824,0.63642,0.65406,0.53927,0.67044,0.65786,1.28538,0.00017294,0.00017294,0.00017294
254,5845.97,0.39024,0.30257,0.94947,0.872,0.62264,0.65508,0.54072,0.67346,0.66311,1.29039,0.000170442,0.000170442,0.000170442
255,5868.77,0.37251,0.26441,0.93296,0.84909,0.64046,0.65411,0.54072,0.66821,0.64964,1.28794,0.000167993,0.000167993,0.000167993
256,5891.7,0.44557,0.39176,0.98444,0.87156,0.62344,0.64802,0.53176,0.67043,0.67153,1.2969,0.000165591,0.000165591,0.000165591
257,5914.5,0.40722,0.28921,0.95742,0.88619,0.62088,0.65314,0.53214,0.66523,0.68302,1.28639,0.000163239,0.000163239,0.000163239
258,5937.37,0.37827,0.27159,0.92893,0.69021,0.63651,0.66396,0.53608,0.68099,0.71001,1.30475,0.000160936,0.000160936,0.000160936
259,5960.31,0.39099,0.28466,0.93373,0.65742,0.70857,0.70313,0.57595,0.67426,0.69937,1.29021,0.000158682,0.000158682,0.000158682
260,5983.26,0.38996,0.29814,0.94975,0.63852,0.71263,0.67349,0.54822,0.66641,0.67589,1.27921,0.000156477,0.000156477,0.000156477
261,6006.23,0.37414,0.27672,0.9262,0.87239,0.62306,0.65051,0.53651,0.66597,0.67227,1.29214,0.000154323,0.000154323,0.000154323
262,6029.31,0.38682,0.2777,0.93661,0.88173,0.62138,0.6489,0.5376,0.66522,0.67419,1.30195,0.000152219,0.000152219,0.000152219
263,6052.4,0.38273,0.2759,0.94356,0.89667,0.61674,0.65217,0.53696,0.6642,0.66858,1.2935,0.000150165,0.000150165,0.000150165
264,6075.26,0.38223,0.28286,0.94065,0.67702,0.62974,0.65369,0.53879,0.66348,0.68695,1.29352,0.000148161,0.000148161,0.000148161
265,6098.16,0.37549,0.27554,0.93524,0.8659,0.63042,0.65539,0.54237,0.66909,0.68271,1.28273,0.000146208,0.000146208,0.000146208
266,6121.14,0.37504,0.27114,0.9431,0.90676,0.61159,0.65561,0.54147,0.67019,0.67302,1.28784,0.000144306,0.000144306,0.000144306
267,6143.99,0.37569,0.27663,0.92973,0.8585,0.6308,0.65052,0.53709,0.66696,0.68601,1.29347,0.000142456,0.000142456,0.000142456
268,6166.9,0.38623,0.28339,0.941,0.84834,0.62826,0.65313,0.53942,0.66997,0.70219,1.29742,0.000140657,0.000140657,0.000140657
269,6189.76,0.36847,0.2692,0.92955,0.64993,0.63784,0.65504,0.54557,0.67247,0.69944,1.30264,0.000138909,0.000138909,0.000138909
270,6212.88,0.38062,0.28913,0.93887,0.87185,0.62734,0.65623,0.54597,0.67019,0.68699,1.29933,0.000137213,0.000137213,0.000137213
271,6235.63,0.39355,0.27539,0.9606,0.87079,0.62401,0.64727,0.54113,0.66216,0.68717,1.29315,0.000135569,0.000135569,0.000135569
272,6258.55,0.39733,0.30104,0.93621,0.88425,0.6283,0.6504,0.54054,0.66926,0.68627,1.29587,0.000133978,0.000133978,0.000133978
273,6281.45,0.37818,0.27562,0.94233,0.67954,0.62168,0.6513,0.53836,0.66669,0.68094,1.2877,0.000132438,0.000132438,0.000132438
274,6304.36,0.39503,0.2784,0.95162,0.66549,0.63299,0.65072,0.53644,0.66187,0.68207,1.28887,0.000130951,0.000130951,0.000130951
275,6327.25,0.37334,0.26347,0.93329,0.67457,0.62748,0.65091,0.53709,0.67079,0.68626,1.29222,0.000129517,0.000129517,0.000129517
276,6350.09,0.3825,0.27968,0.93847,0.65258,0.63298,0.64662,0.5357,0.67259,0.69871,1.29706,0.000128135,0.000128135,0.000128135
277,6373.13,0.39199,0.28009,0.94153,0.6632,0.63159,0.6469,0.53131,0.68101,0.71209,1.31594,0.000126807,0.000126807,0.000126807
278,6396.03,0.37423,0.27913,0.93666,0.88359,0.61822,0.65716,0.53915,0.67139,0.68893,1.29661,0.000125531,0.000125531,0.000125531
279,6418.9,0.38776,0.27658,0.93893,0.88728,0.61451,0.65661,0.53803,0.67717,0.68381,1.30721,0.000124309,0.000124309,0.000124309
280,6441.8,0.36818,0.27483,0.93581,0.87989,0.61255,0.65046,0.54084,0.68274,0.69262,1.31692,0.00012314,0.00012314,0.00012314
281,6464.59,0.37493,0.27363,0.93481,0.88315,0.62148,0.64813,0.53451,0.67423,0.68887,1.30769,0.000122025,0.000122025,0.000122025
282,6487.46,0.36827,0.26154,0.92899,0.89058,0.61641,0.64763,0.53861,0.68706,0.67542,1.29881,0.000120963,0.000120963,0.000120963
283,6510.22,0.38354,0.28843,0.93766,0.89321,0.61669,0.65059,0.53875,0.67701,0.67849,1.29367,0.000119955,0.000119955,0.000119955
284,6533.14,0.3746,0.27763,0.92507,0.89035,0.60927,0.65825,0.54438,0.66674,0.67323,1.29381,0.000119001,0.000119001,0.000119001
285,6556.16,0.36598,0.27344,0.93027,0.87103,0.6329,0.66026,0.54345,0.66328,0.67548,1.2941,0.000118101,0.000118101,0.000118101
286,6579.07,0.36078,0.26389,0.9318,0.83706,0.66022,0.6578,0.54406,0.65788,0.66613,1.28589,0.000117255,0.000117255,0.000117255
287,6601.98,0.37134,0.27308,0.93453,0.8745,0.63592,0.65692,0.54455,0.66575,0.6516,1.28356,0.000116463,0.000116463,0.000116463
288,6624.78,0.37854,0.26696,0.94179,0.87735,0.6329,0.66026,0.54529,0.67293,0.6652,1.28503,0.000115726,0.000115726,0.000115726
289,6647.63,0.37772,0.26916,0.94266,0.87535,0.62896,0.65744,0.54295,0.66988,0.65744,1.28424,0.000115042,0.000115042,0.000115042
290,6670.57,0.39875,0.27964,0.96442,0.88815,0.62578,0.65942,0.54275,0.67537,0.66098,1.28555,0.000114413,0.000114413,0.000114413
291,6695.6,0.31468,0.23612,0.87115,0.90035,0.62156,0.66103,0.54551,0.67495,0.63697,1.28479,0.000113839,0.000113839,0.000113839
292,6718.67,0.31753,0.21952,0.89102,0.6779,0.6903,0.66299,0.54547,0.66929,0.6625,1.28903,0.000113319,0.000113319,0.000113319
293,6741.45,0.29717,0.20226,0.8631,0.68547,0.69484,0.65905,0.54315,0.67325,0.68873,1.2968,0.000112853,0.000112853,0.000112853
294,6764.37,0.29233,0.20518,0.86813,0.86342,0.62943,0.65677,0.53806,0.66405,0.68207,1.29323,0.000112443,0.000112443,0.000112443
295,6787.04,0.29324,0.19816,0.85991,0.62122,0.68636,0.6552,0.53817,0.65382,0.68208,1.28799,0.000112087,0.000112087,0.000112087
296,6809.89,0.29921,0.21363,0.86148,0.64715,0.69085,0.66085,0.54351,0.65313,0.67423,1.28436,0.000111785,0.000111785,0.000111785
297,6832.67,0.31753,0.2195,0.89308,0.64833,0.69919,0.65989,0.54387,0.66186,0.67309,1.28347,0.000111539,0.000111539,0.000111539
298,6855.4,0.29491,0.20002,0.86186,0.89981,0.61249,0.65709,0.54206,0.66942,0.66964,1.30328,0.000111347,0.000111347,0.000111347
299,6878.18,0.2977,0.19964,0.86615,0.65649,0.64355,0.65664,0.53926,0.67326,0.66853,1.30326,0.00011121,0.00011121,0.00011121
300,6901.03,0.30179,0.2098,0.87904,0.86873,0.63286,0.65391,0.53991,0.67369,0.6736,1.29693,0.000111127,0.000111127,0.000111127
